token                              over                                     scheme   ratio floor  verdict
accent.amber.fg                    react-bg                                 dark      7.63   4.5  pass
accent.amber.fg                    react-pane                               dark      7.37   4.5  pass
accent.amber.fg                    react-hover                              dark      6.22   4.5  pass
accent.amber.fg                    watch                                    dark      8.38   4.5  pass
accent.amber.fill                  apple-row                                dark      6.79   3.0  pass
accent.amber.fill                  apple-form                               dark      5.56   3.0  pass
accent.amber.fill                  apple-grouped                            dark      6.79   3.0  pass
accent.amber.fill                  apple-sidebar                            dark      4.53   3.0  pass
accent.amber.fill                  android-surface                          dark      6.83   3.0  pass
accent.amber.fill                  react-bg                                 dark      7.63   3.0  pass
accent.amber.fill                  react-pane                               dark      7.37   3.0  pass
accent.amber.fill                  react-hover                              dark      6.22   3.0  pass
accent.amber.fill                  watch                                    dark      8.38   3.0  pass
accent.amber.on-fill               accent.amber.fill                        dark      7.86   4.5  pass
accent.plum.fg                     apple-row                                dark      6.76   4.5  pass
accent.plum.fg                     apple-form                               dark      5.54   4.5  pass
accent.plum.fg                     apple-grouped                            dark      6.76   4.5  pass
accent.plum.fg                     apple-sidebar                            dark      4.51   4.5  pass
accent.plum.fg                     android-surface                          dark      6.81   4.5  pass
accent.plum.fg                     react-bg                                 dark      7.60   4.5  pass
accent.plum.fg                     react-pane                               dark      7.34   4.5  pass
accent.plum.fg                     react-hover                              dark      6.19   4.5  pass
accent.plum.fg                     watch                                    dark      8.34   4.5  pass
accent.plum.fill                   apple-row                                dark      6.76   3.0  pass
accent.plum.fill                   apple-form                               dark      5.54   3.0  pass
accent.plum.fill                   apple-grouped                            dark      6.76   3.0  pass
accent.plum.fill                   apple-sidebar                            dark      4.51   3.0  pass
accent.plum.fill                   android-surface                          dark      6.81   3.0  pass
accent.plum.fill                   react-bg                                 dark      7.60   3.0  pass
accent.plum.fill                   react-pane                               dark      7.34   3.0  pass
accent.plum.fill                   react-hover                              dark      6.19   3.0  pass
accent.plum.fill                   watch                                    dark      8.34   3.0  pass
accent.plum.on-fill                accent.plum.fill                         dark      7.83   4.5  pass
success.fg                         apple-row                                dark      6.77   4.5  pass
success.fg                         apple-form                               dark      5.54   4.5  pass
success.fg                         apple-grouped                            dark      6.77   4.5  pass
success.fg                         apple-sidebar                            dark      4.51   4.5  pass
success.fg                         android-surface                          dark      6.81   4.5  pass
success.fg                         react-bg                                 dark      7.61   4.5  pass
success.fg                         react-pane                               dark      7.35   4.5  pass
success.fg                         react-hover                              dark      6.20   4.5  pass
success.fg                         watch                                    dark      8.35   4.5  pass
success.fg                         success.wash@apple-row                   dark      5.62   4.5  pass
success.fg                         success.wash@apple-form                  dark      4.59   4.5  pass
success.fg                         success.wash@android-surface             dark      5.68   4.5  pass
success.fg                         success.wash@react-pane                  dark      6.21   4.5  pass
success.fg                         success.wash@watch                       dark      7.42   4.5  pass
success.fill                       apple-row                                dark      6.77   3.0  pass
success.fill                       apple-form                               dark      5.54   3.0  pass
success.fill                       apple-grouped                            dark      6.77   3.0  pass
success.fill                       apple-sidebar                            dark      4.51   3.0  pass
success.fill                       android-surface                          dark      6.81   3.0  pass
success.fill                       react-bg                                 dark      7.61   3.0  pass
success.fill                       react-pane                               dark      7.35   3.0  pass
success.fill                       react-hover                              dark      6.20   3.0  pass
success.fill                       watch                                    dark      8.35   3.0  pass
success.on-fill                    success.fill                             dark      7.84   4.5  pass
warning.fg                         apple-row                                dark      6.78   4.5  pass
warning.fg                         apple-form                               dark      5.56   4.5  pass
warning.fg                         apple-grouped                            dark      6.78   4.5  pass
warning.fg                         apple-sidebar                            dark      4.53   4.5  pass
warning.fg                         android-surface                          dark      6.83   4.5  pass
warning.fg                         react-bg                                 dark      7.63   4.5  pass
warning.fg                         react-pane                               dark      7.36   4.5  pass
warning.fg                         react-hover                              dark      6.21   4.5  pass
warning.fg                         watch                                    dark      8.37   4.5  pass
warning.fg                         warning.wash@apple-row                   dark      5.63   4.5  pass
warning.fg                         warning.wash@apple-form                  dark      4.57   4.5  pass
warning.fg                         warning.wash@android-surface             dark      5.67   4.5  pass
warning.fg                         warning.wash@react-pane                  dark      6.17   4.5  pass
warning.fg                         warning.wash@watch                       dark      7.38   4.5  pass
warning.fill                       apple-row                                dark      6.78   3.0  pass
warning.fill                       apple-form                               dark      5.56   3.0  pass
warning.fill                       apple-grouped                            dark      6.78   3.0  pass
warning.fill                       apple-sidebar                            dark      4.53   3.0  pass
warning.fill                       android-surface                          dark      6.83   3.0  pass
warning.fill                       react-bg                                 dark      7.63   3.0  pass
warning.fill                       react-pane                               dark      7.36   3.0  pass
warning.fill                       react-hover                              dark      6.21   3.0  pass
warning.fill                       watch                                    dark      8.37   3.0  pass
warning.on-fill                    warning.fill                             dark      7.86   4.5  pass
danger.fg                          apple-row                                dark      6.76   4.5  pass
danger.fg                          apple-form                               dark      5.54   4.5  pass
danger.fg                          apple-grouped                            dark      6.76   4.5  pass
danger.fg                          apple-sidebar                            dark      4.51   4.5  pass
danger.fg                          android-surface                          dark      6.81   4.5  pass
danger.fg                          react-bg                                 dark      7.60   4.5  pass
danger.fg                          react-pane                               dark      7.34   4.5  pass
danger.fg                          react-hover                              dark      6.19   4.5  pass
danger.fg                          watch                                    dark      8.34   4.5  pass
danger.fg                          danger.wash@apple-row                    dark      5.58   4.5  pass
danger.fg                          danger.wash@apple-form                   dark      4.55   4.5  pass
danger.fg                          danger.wash@android-surface              dark      5.62   4.5  pass
danger.fg                          danger.wash@react-pane                   dark      6.12   4.5  pass
danger.fg                          danger.wash@watch                        dark      7.39   4.5  pass
danger.fill                        apple-row                                dark      6.76   3.0  pass
danger.fill                        apple-form                               dark      5.54   3.0  pass
danger.fill                        apple-grouped                            dark      6.76   3.0  pass
danger.fill                        apple-sidebar                            dark      4.51   3.0  pass
danger.fill                        android-surface                          dark      6.81   3.0  pass
danger.fill                        react-bg                                 dark      7.60   3.0  pass
danger.fill                        react-pane                               dark      7.34   3.0  pass
danger.fill                        react-hover                              dark      6.19   3.0  pass
danger.fill                        watch                                    dark      8.34   3.0  pass
danger.on-fill                     danger.fill                              dark      7.83   4.5  pass
info.fg                            apple-row                                dark      6.78   4.5  pass
info.fg                            apple-form                               dark      5.56   4.5  pass
info.fg                            apple-grouped                            dark      6.78   4.5  pass
info.fg                            apple-sidebar                            dark      4.53   4.5  pass
info.fg                            android-surface                          dark      6.83   4.5  pass
info.fg                            react-bg                                 dark      7.63   4.5  pass
info.fg                            react-pane                               dark      7.36   4.5  pass
info.fg                            react-hover                              dark      6.21   4.5  pass
info.fg                            watch                                    dark      8.37   4.5  pass
info.fg                            info.wash@apple-row                      dark      5.63   4.5  pass
info.fg                            info.wash@apple-form                     dark      4.60   4.5  pass
info.fg                            info.wash@android-surface                dark      5.68   4.5  pass
info.fg                            info.wash@react-pane                     dark      6.24   4.5  pass
info.fg                            info.wash@watch                          dark      7.44   4.5  pass
info.fill                          apple-row                                dark      6.78   3.0  pass
info.fill                          apple-form                               dark      5.56   3.0  pass
info.fill                          apple-grouped                            dark      6.78   3.0  pass
info.fill                          apple-sidebar                            dark      4.53   3.0  pass
info.fill                          android-surface                          dark      6.83   3.0  pass
info.fill                          react-bg                                 dark      7.63   3.0  pass
info.fill                          react-pane                               dark      7.36   3.0  pass
info.fill                          react-hover                              dark      6.21   3.0  pass
info.fill                          watch                                    dark      8.37   3.0  pass
info.on-fill                       info.fill                                dark      7.86   4.5  pass
flagged.fg                         apple-row                                dark      6.78   4.5  pass
flagged.fg                         apple-form                               dark      5.55   4.5  pass
flagged.fg                         apple-grouped                            dark      6.78   4.5  pass
flagged.fg                         apple-sidebar                            dark      4.52   4.5  pass
flagged.fg                         android-surface                          dark      6.82   4.5  pass
flagged.fg                         react-bg                                 dark      7.62   4.5  pass
flagged.fg                         react-pane                               dark      7.36   4.5  pass
flagged.fg                         react-hover                              dark      6.21   4.5  pass
flagged.fg                         watch                                    dark      8.37   4.5  pass
flagged.fg                         flagged.wash@apple-row                   dark      5.56   4.5  pass
flagged.fg                         flagged.wash@apple-form                  dark      4.53   4.5  pass
flagged.fg                         flagged.wash@android-surface             dark      5.61   4.5  pass
flagged.fg                         flagged.wash@react-pane                  dark      6.12   4.5  pass
flagged.fg                         flagged.wash@watch                       dark      7.40   4.5  pass
flagged.fill                       apple-row                                dark      6.78   3.0  pass
flagged.fill                       apple-form                               dark      5.55   3.0  pass
flagged.fill                       apple-grouped                            dark      6.78   3.0  pass
flagged.fill                       apple-sidebar                            dark      4.52   3.0  pass
flagged.fill                       android-surface                          dark      6.82   3.0  pass
flagged.fill                       react-bg                                 dark      7.62   3.0  pass
flagged.fill                       react-pane                               dark      7.36   3.0  pass
flagged.fill                       react-hover                              dark      6.21   3.0  pass
flagged.fill                       watch                                    dark      8.37   3.0  pass
flagged.on-fill                    flagged.fill                             dark      7.85   4.5  pass
flag.red                           apple-row                                dark      4.53   3.0  pass
flag.red                           apple-form                               dark      3.71   3.0  pass
flag.red                           apple-grouped                            dark      4.53   3.0  pass
flag.red                           apple-sidebar                            dark      3.02   3.0  pass
flag.red                           android-surface                          dark      4.56   3.0  pass
flag.red                           react-bg                                 dark      5.09   3.0  pass
flag.red                           react-pane                               dark      4.92   3.0  pass
flag.red                           react-hover                              dark      4.15   3.0  pass
flag.red                           watch                                    dark      5.59   3.0  pass
flag.orange                        apple-row                                dark      4.79   3.0  pass
flag.orange                        apple-form                               dark      3.92   3.0  pass
flag.orange                        apple-grouped                            dark      4.79   3.0  pass
flag.orange                        apple-sidebar                            dark      3.19   3.0  pass
flag.orange                        android-surface                          dark      4.82   3.0  pass
flag.orange                        react-bg                                 dark      5.38   3.0  pass
flag.orange                        react-pane                               dark      5.20   3.0  pass
flag.orange                        react-hover                              dark      4.39   3.0  pass
flag.orange                        watch                                    dark      5.91   3.0  pass
flag.yellow                        apple-row                                dark      7.24   3.0  pass
flag.yellow                        apple-form                               dark      5.93   3.0  pass
flag.yellow                        apple-grouped                            dark      7.24   3.0  pass
flag.yellow                        apple-sidebar                            dark      4.83   3.0  pass
flag.yellow                        android-surface                          dark      7.29   3.0  pass
flag.yellow                        react-bg                                 dark      8.14   3.0  pass
flag.yellow                        react-pane                               dark      7.86   3.0  pass
flag.yellow                        react-hover                              dark      6.63   3.0  pass
flag.yellow                        watch                                    dark      8.93   3.0  pass
flag.green                         apple-row                                dark      4.72   3.0  pass
flag.green                         apple-form                               dark      3.86   3.0  pass
flag.green                         apple-grouped                            dark      4.72   3.0  pass
flag.green                         apple-sidebar                            dark      3.15   3.0  pass
flag.green                         android-surface                          dark      4.75   3.0  pass
flag.green                         react-bg                                 dark      5.30   3.0  pass
flag.green                         react-pane                               dark      5.12   3.0  pass
flag.green                         react-hover                              dark      4.32   3.0  pass
flag.green                         watch                                    dark      5.82   3.0  pass
flag.teal                          apple-row                                dark      6.86   3.0  pass
flag.teal                          apple-form                               dark      5.62   3.0  pass
flag.teal                          apple-grouped                            dark      6.86   3.0  pass
flag.teal                          apple-sidebar                            dark      4.58   3.0  pass
flag.teal                          android-surface                          dark      6.91   3.0  pass
flag.teal                          react-bg                                 dark      7.71   3.0  pass
flag.teal                          react-pane                               dark      7.45   3.0  pass
flag.teal                          react-hover                              dark      6.28   3.0  pass
flag.teal                          watch                                    dark      8.47   3.0  pass
flag.blue                          apple-row                                dark      4.51   3.0  pass
flag.blue                          apple-form                               dark      3.70   3.0  pass
flag.blue                          apple-grouped                            dark      4.51   3.0  pass
flag.blue                          apple-sidebar                            dark      3.01   3.0  pass
flag.blue                          android-surface                          dark      4.54   3.0  pass
flag.blue                          react-bg                                 dark      5.07   3.0  pass
flag.blue                          react-pane                               dark      4.90   3.0  pass
flag.blue                          react-hover                              dark      4.13   3.0  pass
flag.blue                          watch                                    dark      5.57   3.0  pass
flag.indigo                        apple-row                                dark      4.60   3.0  pass
flag.indigo                        apple-form                               dark      3.77   3.0  pass
flag.indigo                        apple-grouped                            dark      4.60   3.0  pass
flag.indigo                        apple-sidebar                            dark      3.07   3.0  pass
flag.indigo                        android-surface                          dark      4.63   3.0  pass
flag.indigo                        react-bg                                 dark      5.17   3.0  pass
flag.indigo                        react-pane                               dark      4.99   3.0  pass
flag.indigo                        react-hover                              dark      4.21   3.0  pass
flag.indigo                        watch                                    dark      5.68   3.0  pass
flag.purple                        apple-row                                dark      4.53   3.0  pass
flag.purple                        apple-form                               dark      3.71   3.0  pass
flag.purple                        apple-grouped                            dark      4.53   3.0  pass
flag.purple                        apple-sidebar                            dark      3.02   3.0  pass
flag.purple                        android-surface                          dark      4.56   3.0  pass
flag.purple                        react-bg                                 dark      5.09   3.0  pass
flag.purple                        react-pane                               dark      4.92   3.0  pass
flag.purple                        react-hover                              dark      4.15   3.0  pass
flag.purple                        watch                                    dark      5.59   3.0  pass
flag.pink                          apple-row                                dark      4.52   3.0  pass
flag.pink                          apple-form                               dark      3.70   3.0  pass
flag.pink                          apple-grouped                            dark      4.52   3.0  pass
flag.pink                          apple-sidebar                            dark      3.01   3.0  pass
flag.pink                          android-surface                          dark      4.55   3.0  pass
flag.pink                          react-bg                                 dark      5.08   3.0  pass
flag.pink                          react-pane                               dark      4.90   3.0  pass
flag.pink                          react-hover                              dark      4.14   3.0  pass
flag.pink                          watch                                    dark      5.57   3.0  pass
flag.gray                          apple-row                                dark      4.54   3.0  pass
flag.gray                          apple-form                               dark      3.72   3.0  pass
flag.gray                          apple-grouped                            dark      4.54   3.0  pass
flag.gray                          apple-sidebar                            dark      3.03   3.0  pass
flag.gray                          android-surface                          dark      4.57   3.0  pass
flag.gray                          react-bg                                 dark      5.10   3.0  pass
flag.gray                          react-pane                               dark      4.93   3.0  pass
flag.gray                          react-hover                              dark      4.16   3.0  pass
flag.gray                          watch                                    dark      5.60   3.0  pass
swatch.rose                        apple-row                                dark     10.39   1.0  pass
swatch.rose                        apple-form                               dark      8.51   1.0  pass
swatch.rose                        apple-grouped                            dark     10.39   1.0  pass
swatch.rose                        apple-sidebar                            dark      6.93   1.0  pass
swatch.rose                        android-surface                          dark     10.46   1.0  pass
swatch.rose                        android-variant                          dark      5.70   1.0  pass
swatch.rose                        react-bg                                 dark     11.68   1.0  pass
swatch.rose                        react-pane                               dark     11.27   1.0  pass
swatch.rose                        react-hover                              dark      9.51   1.0  pass
swatch.rose                        watch                                    dark     12.82   1.0  pass
swatch.sage                        apple-row                                dark     11.08   1.0  pass
swatch.sage                        apple-form                               dark      9.08   1.0  pass
swatch.sage                        apple-grouped                            dark     11.08   1.0  pass
swatch.sage                        apple-sidebar                            dark      7.39   1.0  pass
swatch.sage                        android-surface                          dark     11.16   1.0  pass
swatch.sage                        android-variant                          dark      6.09   1.0  pass
swatch.sage                        react-bg                                 dark     12.46   1.0  pass
swatch.sage                        react-pane                               dark     12.03   1.0  pass
swatch.sage                        react-hover                              dark     10.15   1.0  pass
swatch.sage                        watch                                    dark     13.68   1.0  pass
swatch.sand                        apple-row                                dark     12.09   1.0  pass
swatch.sand                        apple-form                               dark      9.90   1.0  pass
swatch.sand                        apple-grouped                            dark     12.09   1.0  pass
swatch.sand                        apple-sidebar                            dark      8.06   1.0  pass
swatch.sand                        android-surface                          dark     12.17   1.0  pass
swatch.sand                        android-variant                          dark      6.64   1.0  pass
swatch.sand                        react-bg                                 dark     13.59   1.0  pass
swatch.sand                        react-pane                               dark     13.12   1.0  pass
swatch.sand                        react-hover                              dark     11.07   1.0  pass
swatch.sand                        watch                                    dark     14.92   1.0  pass
swatch.sky                         apple-row                                dark     10.64   1.0  pass
swatch.sky                         apple-form                               dark      8.72   1.0  pass
swatch.sky                         apple-grouped                            dark     10.64   1.0  pass
swatch.sky                         apple-sidebar                            dark      7.10   1.0  pass
swatch.sky                         android-surface                          dark     10.71   1.0  pass
swatch.sky                         android-variant                          dark      5.84   1.0  pass
swatch.sky                         react-bg                                 dark     11.96   1.0  pass
swatch.sky                         react-pane                               dark     11.55   1.0  pass
swatch.sky                         react-hover                              dark      9.75   1.0  pass
swatch.sky                         watch                                    dark     13.14   1.0  pass
swatch.terracotta                  apple-row                                dark      9.92   1.0  pass
swatch.terracotta                  apple-form                               dark      8.13   1.0  pass
swatch.terracotta                  apple-grouped                            dark      9.92   1.0  pass
swatch.terracotta                  apple-sidebar                            dark      6.62   1.0  pass
swatch.terracotta                  android-surface                          dark      9.99   1.0  pass
swatch.terracotta                  android-variant                          dark      5.45   1.0  pass
swatch.terracotta                  react-bg                                 dark     11.15   1.0  pass
swatch.terracotta                  react-pane                               dark     10.77   1.0  pass
swatch.terracotta                  react-hover                              dark      9.09   1.0  pass
swatch.terracotta                  watch                                    dark     12.25   1.0  pass
swatch.lavender                    apple-row                                dark     10.45   1.0  pass
swatch.lavender                    apple-form                               dark      8.56   1.0  pass
swatch.lavender                    apple-grouped                            dark     10.45   1.0  pass
swatch.lavender                    apple-sidebar                            dark      6.97   1.0  pass
swatch.lavender                    android-surface                          dark     10.52   1.0  pass
swatch.lavender                    android-variant                          dark      5.74   1.0  pass
swatch.lavender                    react-bg                                 dark     11.75   1.0  pass
swatch.lavender                    react-pane                               dark     11.35   1.0  pass
swatch.lavender                    react-hover                              dark      9.57   1.0  pass
swatch.lavender                    watch                                    dark     12.90   1.0  pass
swatch.teal                        apple-row                                dark     11.08   1.0  pass
swatch.teal                        apple-form                               dark      9.08   1.0  pass
swatch.teal                        apple-grouped                            dark     11.08   1.0  pass
swatch.teal                        apple-sidebar                            dark      7.39   1.0  pass
swatch.teal                        android-surface                          dark     11.16   1.0  pass
swatch.teal                        android-variant                          dark      6.09   1.0  pass
swatch.teal                        react-bg                                 dark     12.46   1.0  pass
swatch.teal                        react-pane                               dark     12.03   1.0  pass
swatch.teal                        react-hover                              dark     10.15   1.0  pass
swatch.teal                        watch                                    dark     13.68   1.0  pass
swatch.peach                       apple-row                                dark     11.37   1.0  pass
swatch.peach                       apple-form                               dark      9.31   1.0  pass
swatch.peach                       apple-grouped                            dark     11.37   1.0  pass
swatch.peach                       apple-sidebar                            dark      7.58   1.0  pass
swatch.peach                       android-surface                          dark     11.44   1.0  pass
swatch.peach                       android-variant                          dark      6.24   1.0  pass
swatch.peach                       react-bg                                 dark     12.78   1.0  pass
swatch.peach                       react-pane                               dark     12.34   1.0  pass
swatch.peach                       react-hover                              dark     10.41   1.0  pass
swatch.peach                       watch                                    dark     14.03   1.0  pass
swatch.moss                        apple-row                                dark     10.70   1.0  pass
swatch.moss                        apple-form                               dark      8.76   1.0  pass
swatch.moss                        apple-grouped                            dark     10.70   1.0  pass
swatch.moss                        apple-sidebar                            dark      7.14   1.0  pass
swatch.moss                        android-surface                          dark     10.77   1.0  pass
swatch.moss                        android-variant                          dark      5.88   1.0  pass
swatch.moss                        react-bg                                 dark     12.03   1.0  pass
swatch.moss                        react-pane                               dark     11.62   1.0  pass
swatch.moss                        react-hover                              dark      9.80   1.0  pass
swatch.moss                        watch                                    dark     13.21   1.0  pass
swatch.taupe                       apple-row                                dark     10.55   1.0  pass
swatch.taupe                       apple-form                               dark      8.64   1.0  pass
swatch.taupe                       apple-grouped                            dark     10.55   1.0  pass
swatch.taupe                       apple-sidebar                            dark      7.04   1.0  pass
swatch.taupe                       android-surface                          dark     10.62   1.0  pass
swatch.taupe                       android-variant                          dark      5.79   1.0  pass
swatch.taupe                       react-bg                                 dark     11.86   1.0  pass
swatch.taupe                       react-pane                               dark     11.45   1.0  pass
swatch.taupe                       react-hover                              dark      9.66   1.0  pass
swatch.taupe                       watch                                    dark     13.02   1.0  pass
swatch.ink                         swatch.rose                              dark      8.40   4.5  pass
swatch.ink                         swatch.sage                              dark      8.96   4.5  pass
swatch.ink                         swatch.sand                              dark      9.77   4.5  pass
swatch.ink                         swatch.sky                               dark      8.60   4.5  pass
swatch.ink                         swatch.terracotta                        dark      8.02   4.5  pass
swatch.ink                         swatch.lavender                          dark      8.45   4.5  pass
swatch.ink                         swatch.teal                              dark      8.96   4.5  pass
swatch.ink                         swatch.peach                             dark      9.19   4.5  pass
swatch.ink                         swatch.moss                              dark      8.65   4.5  pass
swatch.ink                         swatch.taupe                             dark      8.53   4.5  pass

all pairs clear their floors
